pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2024-05-20,88.2,-1.37,6.26,"Cease, Dylan",660670,656302,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,1,2,2024,0.26,0.08,1.1365468290157037,0.3416835810804848,,,,0,1,Bot,,,,,,,5.514917968774243,-128.24066847718848,-8.454866305581099,1.8156045579718791,25.451041440249647,-29.74496128927045,3.5393863651059,1.64005599875264,,,,88.0,2810,6.1,747119,669134,630105,593428,592518,673490,595777,701538,665487,54.38,,,,,,,,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,110,0.004,0.04,,,,-0.04,,0,0,0.541,0.541,28,26,29,27,1,0,6,1,5,0,2.84,-0.26,-0.26,56.0,,,,,
ST,2024-05-20,83.3,-1.59,6.18,"Cease, Dylan",660670,656302,,foul,,,,,14,Foul,R,R,R,ATL,SD,S,,,1,2,2024,0.74,-1.03,0.5366034344251865,1.471719511288846,,,,0,1,Bot,,,,,,,3.3998741199060456,-121.20423865238166,-2.280333979111915,6.56031137018173,25.96387541521287,-41.97481342758508,3.54,1.61,,,,82.5,2801,6.0,747119,669134,630105,593428,592518,673490,595777,701538,665487,54.51,,,,,,,,4,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,25,0.0,0.0,71.0,8.7,,0.0,,0,0,0.541,0.541,28,26,29,27,1,0,6,1,5,0,4.34,-0.74,-0.74,50.8,25.373880810196837,-14.118257467784984,35.405178356222855,44.070397392321595,44.31938820164445
SL,2024-05-20,86.8,-1.39,6.32,"Cease, Dylan",660670,656302,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,2,2024,0.09,-0.03,0.6674104011928681,0.6838414057956013,,,,0,1,Bot,,,,,,,4.715548615624282,-126.20809878922464,-7.217189449511305,0.0412148806258008,24.837281232843537,-31.24565138341557,3.6342210918424,1.74773102337743,,,,86.5,2727,6.1,747119,669134,630105,593428,592518,673490,595777,701538,665487,54.42,,,,,,,,4,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,107,0.002,0.023,,,,-0.023,,0,0,0.539,0.539,28,26,29,27,1,0,6,1,5,0,3.05,-0.09,-0.09,56.1,,,,,
FF,2024-05-20,95.7,-1.37,6.44,"Cease, Dylan",660670,656302,,foul,,,,,4,Foul,R,R,R,ATL,SD,S,,,0,1,2024,-0.13,1.44,-0.5686771985725068,2.6171725559069876,,,,0,1,Bot,,,,,,,2.3944497274556,-139.1874617431979,-7.689440162851953,-2.242140287094717,30.712341385407655,-11.969953375637104,3.54,1.61,76,79.7,10,95.4,2457,6.1,747119,669134,630105,593428,592518,673490,595777,701538,665487,54.39,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,186,-0.006,-0.054,79.0,7.5,,0.054,88.0,0,0,0.545,0.545,28,26,29,27,1,0,6,1,5,0,1.05,0.13,0.13,57.2,11.270423207308369,-2.050077884299413,37.45435919646757,31.614572233272543,33.725820631323586
FF,2024-05-20,95.4,-1.24,6.43,"Cease, Dylan",660670,656302,,foul,,,,,8,Foul,R,R,R,ATL,SD,S,,,0,0,2024,-0.36,1.62,-0.0382255473286615,2.0178035571817334,,,,0,1,Bot,,,,,,,3.957148600715172,-138.7793739633153,-9.640820949860752,-5.486441141384634,27.374478740750774,-9.278423369955044,3.54,1.61,159,78.6,13,95.6,2547,6.2,747119,669134,630105,593428,592518,673490,595777,701538,665487,54.35,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194,-0.003,-0.037,77.6,8.1,,0.037,88.0,0,0,0.548,0.548,28,26,29,27,1,0,6,1,5,0,0.86,0.36,0.36,57.6,8.579197006115823,-3.817959706018859,42.42155501860491,36.828996461712606,31.191413409947263
SI,2024-05-19,94.0,-1.6,5.67,"Kolek, Stephen",660670,663568,field_out,hit_into_play,,,,,8,"Ronald Acuña Jr. grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.",R,R,R,ATL,SD,X,6,ground_ball,1,0,2024,-1.38,0.31,0.2720386229633977,2.1787846919589224,,644433,,0,9,Bot,109.15,149.4,,,,,7.886133362630959,-136.6495938128887,-3.9972828440308623,-19.026997306826978,30.177382281854577,-27.655321382990092,3.53,1.61,7,97.3,-17,93.9,2126,6.3,747120,669134,630105,650333,456781,673490,640492,701538,642180,54.22,0.195,0.176,0.0,1,0,0,2,74,2,Sinker,0,9,0,9,9,0,0,9,Standard,Standard,221,0.0,-0.232,79.7,7.4,0.219,0.232,97.3,-9,-9,0.001,0.001,27,26,27,27,1,3,5,2,2,1,2.28,1.38,1.38,37.0,5.825370095839356,17.584329063145795,30.958045325136247,41.670838735497696,30.4349134823433
ST,2024-05-19,82.2,-1.8,5.39,"Kolek, Stephen",660670,663568,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,0,2024,1.1,-0.31,1.426210753273392,2.172007946036138,,644433,,0,9,Bot,,,,,,,5.190305486373413,-119.6031883044467,-0.1034488627134986,9.451850979484623,24.77792081440149,-35.35445916038182,3.50260304388629,1.56062153334849,,,,82.1,2385,6.4,747120,669134,630105,650333,456781,673490,640492,701538,642180,54.1,,,,,,,,74,1,Sweeper,0,9,0,9,9,0,0,9,Standard,Standard,58,0.0,0.038,,,,-0.038,,-9,-9,0.001,0.001,27,26,27,27,1,3,5,2,2,1,3.71,-1.1,-1.1,29.5,,,,,
FF,2024-05-19,93.5,-1.9,5.76,"Darvish, Yu",660670,506433,strikeout,swinging_strike,,,,,2,Ronald Acuña Jr. strikes out swinging.,R,R,R,ATL,SD,S,2,,0,2,2024,-0.29,1.28,0.2301995881470196,3.4179767397483456,,,,1,6,Bot,,,,,,,6.196466315002627,-136.10708236121522,-3.178544668464662,-4.906536631300993,28.24391807767318,-15.7761560161048,3.53,1.61,,,,94.7,2390,6.9,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.65,,0.0,0.0,1,0,0,,53,3,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,218,-0.001,-0.162,70.4,6.5,,0.162,,-8,-8,0.006,0.006,37,26,38,27,3,2,7,2,5,1,1.32,0.29,0.29,40.9,-2.8039267294502728,18.351958910816677,30.57807134751955,36.14946168190386,17.68203288915278
SI,2024-05-19,91.1,-2.15,5.61,"Darvish, Yu",660670,506433,,called_strike,,,,,8,Called Strike,R,R,R,ATL,SD,S,,,0,1,2024,-0.94,0.69,-0.0172366069935754,2.0342232518084615,,,,1,6,Bot,,,,,,,7.45123380793957,-132.49473142954938,-4.65796300807359,-12.651913732333467,26.107745703978285,-23.188765512098467,3.53926897676015,1.59725993789629,,,,92.3,2158,6.8,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.67,,,,,,,,53,2,Sinker,0,8,0,8,8,0,0,8,Standard,Standard,216,-0.001,-0.057,,,,0.057,,-8,-8,0.007,0.007,37,26,38,27,3,2,7,2,5,1,2.04,0.94,0.94,34.6,,,,,
SL,2024-05-19,84.9,-1.92,5.8,"Darvish, Yu",660670,506433,,called_strike,,,,,5,Called Strike,R,R,R,ATL,SD,S,,,0,0,2024,0.37,-0.29,0.0433850491526947,2.872628604762306,,,,1,6,Bot,,,,,,,3.8894356733664313,-123.6674216189262,0.0296853601043536,3.042790609569022,23.64680019651618,-35.35697114797617,3.51176960949387,1.59725993789629,,,,85.5,2694,6.5,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.96,,,,,,,,53,1,Slider,0,8,0,8,8,0,0,8,Standard,Standard,93,0.0,-0.037,,,,0.037,,-8,-8,0.007,0.007,37,26,38,27,3,2,7,2,5,1,3.43,-0.37,-0.37,41.6,,,,,
SL,2024-05-19,84.2,-1.92,5.78,"Darvish, Yu",660670,506433,walk,ball,,,,,11,Ronald Acuña Jr. walks.,R,R,R,ATL,SD,B,,,3,0,2024,0.42,-0.12,-0.9550552924431344,2.926005284635318,,,,2,3,Bot,,,,,,,1.4146101853246194,-122.722155143454,-0.0564649721564203,4.019930234435546,22.694755668650966,-33.564476680401974,3.49343663502514,1.55146213079236,,,,85.1,2690,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.84,,0.689131,0.7,1,0,0,,27,4,Slider,0,3,0,3,3,0,0,3,Standard,Standard,94,0.005,0.12,,,,-0.12,,-3,-3,0.203,0.203,37,26,38,27,2,1,7,2,5,1,3.31,-0.42,-0.42,41.3,,,,,
SL,2024-05-19,85.2,-1.75,5.76,"Darvish, Yu",660670,506433,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,2,0,2024,0.54,0.07,1.046344720545756,2.294291962831885,,,,2,3,Bot,,,,,,,5.534612404426082,-124.15186147557344,-2.0729120888020987,4.66222759527313,22.113936191430497,-31.227955766967728,3.57593486273682,1.55146213079236,,,,86.3,2737,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.81,,,,,,,,27,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,91,0.003,0.109,,,,-0.109,,-3,-3,0.2,0.2,37,26,38,27,2,1,7,2,5,1,3.03,-0.54,-0.54,41.2,,,,,
SL,2024-05-19,86.8,-1.89,5.7,"Darvish, Yu",660670,506433,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,1,0,2024,0.53,0.22,0.1879976370580847,0.969857918721877,,,,2,3,Bot,,,,,,,3.904383304503622,-126.35028740719646,-5.667571135206893,5.059731106667575,23.083473798084547,-28.91147397961384,3.52093591029732,1.57894053621227,,,,87.6,2809,6.6,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.94,,,,,,,,27,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,133,0.003,0.068,,,,-0.068,,-3,-3,0.197,0.197,37,26,38,27,2,1,7,2,5,1,2.77,-0.53,-0.53,40.1,,,,,
SL,2024-05-19,86.1,-1.79,5.76,"Darvish, Yu",660670,506433,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,0,2024,0.41,-0.08,0.7690480877472379,1.3890300771490116,,,,2,3,Bot,,,,,,,5.2944042842484995,-125.384545501003,-4.031449523275164,3.2771522030655693,24.82349648407421,-32.39679875155944,3.52093591029732,1.55146213079236,,,,86.8,2808,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.84,,,,,,,,27,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,86,0.001,0.04,,,,-0.04,,-3,-3,0.196,0.196,37,26,38,27,2,1,7,2,5,1,3.14,-0.41,-0.41,40.3,,,,,
FF,2024-05-19,93.5,-1.83,5.8,"Darvish, Yu",660670,506433,field_out,hit_into_play,,,,,4,"Ronald Acuña Jr. grounds out, third baseman Manny Machado to first baseman Jake Cronenworth.",R,R,R,ATL,SD,X,5,ground_ball,1,2,2024,-0.59,1.4,-0.5164514887604069,2.7457870296205544,,,,0,1,Bot,98.84,168.19,,,,,4.718872677941264,-136.1393293808226,-5.287630375406084,-8.334799196971202,28.81268588701787,-13.806166012011278,3.53,1.61,63,85.5,3,94.5,2255,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.75,0.335,0.362,0.0,1,0,0,2,9,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,212,-0.015,-0.186,73.9,7.3,0.359,0.186,88.0,-3,-3,0.261,0.261,37,26,38,27,1,0,7,2,5,1,1.2,0.59,0.59,42.0,10.151922897078345,-1.4754723214105192,31.88517813984773,28.472865816384953,33.285053217489015
ST,2024-05-19,81.0,-1.98,5.8,"Darvish, Yu",660670,506433,,called_strike,,,,,5,Called Strike,R,R,R,ATL,SD,S,,,1,1,2024,1.52,0.18,-0.1348895987645433,2.829248098091534,,,,0,1,Bot,,,,,,,1.2189812431250124,-117.99240676937764,-0.3835059473599553,14.008003878334817,22.005079593549706,-30.591913482108232,3.49343663502514,1.60641952572995,,,,81.8,2764,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.81,,,,,,,,9,3,Sweeper,0,3,0,3,3,0,0,3,Standard,Standard,52,-0.005,-0.056,,,,0.056,,-3,-3,0.266,0.266,37,26,38,27,1,0,7,2,5,1,3.28,-1.52,-1.52,40.1,,,,,
SL,2024-05-19,83.9,-1.9,5.87,"Darvish, Yu",660670,506433,,called_strike,,,,,8,Called Strike,R,R,R,ATL,SD,S,,,1,0,2024,0.48,0.01,-0.0478716570018382,2.020513887783431,,,,0,1,Bot,,,,,,,3.366463993030689,-122.26984018837564,-2.6139977359958704,4.284805981124716,21.73244407894758,-31.7980764101508,3.68593414952424,1.60641952572995,,,,85.0,2682,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.8,,,,,,,,9,2,Slider,0,3,0,3,3,0,0,3,Standard,Standard,78,-0.005,-0.049,,,,0.049,,-3,-3,0.271,0.271,37,26,38,27,1,0,7,2,5,1,3.19,-0.48,-0.48,40.8,,,,,
SL,2024-05-19,84.3,-1.77,5.85,"Darvish, Yu",660670,506433,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,0,2024,0.34,-0.22,0.1875234709084739,1.2397737231185229,,,,0,1,Bot,,,,,,,3.9017103688755057,-122.75440282546154,-3.9640295683102567,2.686478651879897,22.887542100582227,-33.86057164712528,3.60343452380006,1.49650710288017,,,,85.2,2693,6.7,747120,669134,630105,650333,592518,673490,595777,701538,665487,53.82,,,,,,,,9,1,Slider,0,3,0,3,3,0,0,3,Standard,Standard,69,0.004,0.038,,,,-0.038,,-3,-3,0.267,0.267,37,26,38,27,1,0,7,2,5,1,3.41,-0.34,-0.34,42.2,,,,,
FF,2024-05-17,96.1,-1.94,5.54,"De Los Santos, Enyel",660670,660853,field_out,hit_into_play,,,,,2,Ronald Acuña Jr. flies out sharply to left fielder Jurickson Profar.,R,R,R,ATL,SD,X,7,fly_ball,0,0,2024,-0.8,1.24,0.097394369137119,3.6207247054633305,,,594807,2,7,Bot,87.28,109.7,,,,,7.166383047529452,-139.75071511279157,-2.277451565188221,-12.166394490000842,32.73368957343178,-15.632058229280029,3.53,1.61,244,100.2,55,95.3,2345,6.0,747122,543309,630105,593428,592518,673490,595777,701538,665487,54.53,0.008,0.009,0.0,1,0,0,3,61,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,229,-0.038,-0.271,77.9,7.8,0.015,0.271,100.2,-2,-2,0.176,0.176,28,26,29,27,1,3,3,3,3,2,1.24,0.8,0.8,23.9,26.18379162057957,-8.067151617452442,25.32652586698452,39.65944409133205,36.36778551710974
SI,2024-05-17,90.9,-1.46,5.54,"Waldron, Matt",660670,663362,walk,ball,,,,,14,Ronald Acuña Jr. walks.,R,R,R,ATL,SD,B,,,3,1,2024,-1.17,0.47,1.2442856383351744,1.7742385852891045,,,,2,5,Bot,,,,,,,9.351666223620562,-132.05223369344594,-4.55341928107352,-15.667516293649928,26.963162846100705,-25.935388601637847,3.56680064190402,1.59731952033771,,,,91.7,1841,6.8,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.74,,0.689131,0.7,1,0,0,,45,5,Sinker,1,3,1,3,3,1,1,3,Standard,Standard,225,0.01,0.178,,,,-0.178,,-2,-2,0.242,0.242,27,26,28,27,3,2,6,3,6,2,2.29,1.17,1.17,29.1,,,,,
FF,2024-05-17,89.4,-1.21,5.81,"Waldron, Matt",660670,663362,,ball,,,,,11,Ball,R,R,R,ATL,SD,B,,,2,1,2024,-0.58,1.13,-0.6648194021544226,5.198642739446937,,,,2,5,Bot,,,,,,,2.6026718591246927,-130.23820000771892,2.138089252202346,-7.1954053496048145,27.843299525643108,-19.975678030114167,3.62179904507058,1.65227790469265,,,,90.0,1931,6.7,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.84,,,,,,,,45,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,217,0.005,0.112,,,,-0.112,,-2,-2,0.237,0.237,27,26,28,27,3,2,6,3,6,2,1.72,0.58,0.58,34.4,,,,,
SI,2024-05-17,89.8,-1.36,5.67,"Waldron, Matt",660670,663362,,foul,,,,,5,Foul,R,R,R,ATL,SD,S,,,2,0,2024,-1.1,0.74,-0.2376414817274819,2.616053173818199,,,,2,5,Bot,,,,,,,5.164459847492673,-130.696234184275,-3.145757964903748,-13.734785402081712,28.390484443081363,-23.20393191577303,3.53,1.61,111,71.2,69,90.4,1955,6.7,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.76,,,,,,,,45,3,Sinker,1,3,1,3,3,1,1,3,Standard,Standard,221,-0.003,-0.061,80.7,7.5,,0.061,88.0,-2,-2,0.24,0.24,27,26,28,27,3,2,6,3,6,2,2.09,1.1,1.1,28.7,8.712458751067786,3.114223847655093,34.33148037390581,32.45471998897699,31.158224220119045
KN,2024-05-17,76.2,-0.96,5.87,"Waldron, Matt",660670,663362,,ball,,,,,11,Ball,R,R,R,ATL,SD,B,,,1,0,2024,-0.4,-0.82,-0.7896977129335976,3.9762363932077713,,,,2,5,Bot,,,,,,,1.0820993117945372,-110.77983383274194,4.661188024046266,-3.5065668654712625,22.806483649958768,-40.06153640584719,3.53930162086248,1.54236345130955,,,,75.7,381,6.3,747122,543309,630105,593428,592518,673490,595777,701538,665487,54.17,,,,,,,,45,2,Knuckleball,1,3,1,3,3,1,1,3,Standard,Standard,44,0.003,0.068,,,,-0.068,,-2,-2,0.237,0.237,27,26,28,27,3,2,6,3,6,2,4.8,0.4,0.4,35.3,,,,,
ST,2024-05-17,79.4,-1.26,5.52,"Waldron, Matt",660670,663362,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,0,2024,1.21,0.31,1.063829039460695,2.152347990442794,,,,2,5,Bot,,,,,,,2.8323584613892456,-115.57333000052093,-1.1596668174419702,10.259672012950755,22.238683806417622,-29.40512384405795,3.51180273093297,1.56984119257562,,,,79.8,2203,6.6,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.89,,,,,,,,45,1,Sweeper,1,3,1,3,3,1,1,3,Standard,Standard,64,0.002,0.04,,,,-0.04,,-2,-2,0.235,0.235,27,26,28,27,3,2,6,3,6,2,3.31,-1.21,-1.21,26.1,,,,,
FF,2024-05-17,91.7,-1.47,5.47,"Waldron, Matt",660670,663362,strikeout,swinging_strike,,,,,3,Ronald Acuña Jr. strikes out swinging.,R,R,R,ATL,SD,S,2,,2,2,2024,-0.58,0.86,0.5307614892928038,3.5138170705801235,,671739,670097,2,2,Bot,,,,,,,6.369520456081067,-133.54923108524267,-0.9842249498991524,-8.232577573053181,26.34230545537518,-21.864060033465677,3.53,1.61,,,,92.7,2121,6.7,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.85,,0.0,0.0,1,0,0,,19,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,227,-0.033,-0.204,44.1,6.0,,0.204,,1,1,0.645,0.645,27,26,28,27,2,1,6,3,6,2,1.83,0.58,0.58,24.7,0.4734135958205027,38.8689472421571,32.41830521693862,41.33099739632555,10.876742474587624
FF,2024-05-17,91.8,-1.54,5.37,"Waldron, Matt",660670,663362,,ball,,,,,1,Ball,R,R,R,ATL,SD,B,,,1,2,2024,-0.56,1.05,-0.4314445961500638,3.533184325029299,,671739,670097,2,2,Bot,,,,,,,4.069039433596178,-133.7920398318979,-1.1653926078779513,-7.578881211557615,25.56060064136891,-19.38919850347035,3.6216056065985,1.56945000294531,,,,93.2,1974,6.8,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.73,,,,,,,,19,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,227,0.006,0.016,,,,-0.016,,1,1,0.639,0.639,27,26,28,27,2,1,6,3,6,2,1.62,0.56,0.56,20.6,,,,,
KN,2024-05-17,82.5,-1.29,5.48,"Waldron, Matt",660670,663362,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,2,2024,-0.8,-0.34,0.3654366720401231,0.8039409035739737,,671739,670097,2,2,Bot,,,,,,,5.359527979413805,-119.96136885653006,-3.3876924128766097,-8.812683136606992,26.40006279170805,-34.873021606925676,3.56680064190402,1.45993382305448,,,,82.6,424,6.7,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.8,,,,,,,,19,3,Knuckleball,1,0,1,0,0,1,1,0,Standard,Standard,29,0.004,0.003,,,,-0.003,,1,1,0.635,0.635,27,26,28,27,2,1,6,3,6,2,3.73,0.8,0.8,27.7,,,,,
KN,2024-05-17,78.8,-1.26,5.65,"Waldron, Matt",660670,663362,,called_strike,,,,,8,Called Strike,R,R,R,ATL,SD,S,,,0,1,2024,-0.93,-0.61,0.0273555256864477,1.997376545516397,,671739,670097,2,2,Bot,,,,,,,4.5513206186997825,-114.5017089263478,0.1834124709418303,-9.059698688970316,25.29179530795096,-37.739525231011285,3.56680064190402,1.54236345130955,,,,78.4,338,6.6,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.94,,,,,,,,19,2,Knuckleball,1,0,1,0,0,1,1,0,Standard,Standard,37,-0.01,-0.046,,,,0.046,,1,1,0.645,0.645,27,26,28,27,2,1,6,3,6,2,4.35,0.93,0.93,29.9,,,,,
SI,2024-05-17,89.8,-1.51,5.5,"Waldron, Matt",660670,663362,,called_strike,,,,,5,Called Strike,R,R,R,ATL,SD,S,,,0,0,2024,-1.11,0.79,0.131591332343202,2.204103589595393,,671739,670097,2,2,Bot,,,,,,,6.492005812707101,-130.5563461117856,-3.8457453894789095,-14.085579537147412,28.944163209110915,-22.525136788208975,3.51180273093297,1.54236345130955,,,,90.5,1943,6.9,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.63,,,,,,,,19,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,229,-0.006,-0.048,,,,0.048,,1,1,0.651,0.651,27,26,28,27,2,1,6,3,6,2,2.05,1.11,1.11,23.9,,,,,
FF,2024-05-17,92.6,-1.63,5.62,"Waldron, Matt",660670,663362,single,hit_into_play,,,,,5,Ronald Acuña Jr. singles on a line drive to center fielder Jackson Merrill.,R,R,R,ATL,SD,X,8,line_drive,1,0,2024,-0.69,0.93,-0.2504091264709043,2.733717047769673,,,,0,1,Bot,107.18,66.31,,,,,5.079886047424192,-134.94463295384338,-3.706183594539662,-9.532900287307584,25.869659552291797,-20.153778768939336,3.53,1.61,298,94.9,20,93.9,1921,6.7,747122,543309,630105,593428,592518,673490,595777,701538,665487,53.82,0.305,0.351,0.9,1,1,0,4,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,224,0.032,0.41,81.8,7.7,0.531,-0.41,94.9,0,0,0.551,0.551,27,26,28,27,1,0,6,3,6,2,1.69,0.69,0.69,26.4,13.966555657750122,-0.3504299271188995,33.87121416795581,35.52552774568312,29.2924485218026
KN,2024-05-17,76.3,-1.2,5.8,"Waldron, Matt",660670,663362,,ball,,,,,14,Ball,R,R,R,ATL,SD,B,,,0,0,2024,0.44,0.34,0.9699116049993168,1.2159316726819736,,,,0,1,Bot,,,,,,,3.8004097937002848,-110.99742987952963,-3.1333693110330993,2.804153711940179,22.33151675561287,-29.004488070581843,3.56680064190402,1.56984119257562,,,,76.2,180,6.5,747122,543309,630105,593428,592518,673490,595777,701538,665487,54.01,,,,,,,,5,1,Knuckleball,0,0,0,0,0,0,0,0,Standard,Standard,32,0.003,0.038,,,,-0.038,,0,0,0.548,0.548,27,26,28,27,1,0,6,3,6,2,3.62,-0.44,-0.44,34.7,,,,,
FF,2024-05-14,90.5,-3.57,4.81,"Miller, Tyson",660670,668338,field_out,hit_into_play,,,,,5,Ronald Acuña Jr. flies out sharply to center fielder Pete Crow-Armstrong.,R,R,R,ATL,CHC,X,8,fly_ball,3,2,2024,-0.05,0.88,0.205875487525159,2.236721906531338,,,,1,8,Bot,164.98,47.7,,,,,9.66579459349525,-131.48350602833466,-2.396938450162984,-2.545421157353354,26.14340936486909,-21.60931710628776,3.53,1.61,386,102.5,25,91.9,2277,7.1,747124,665804,641355,663611,621550,670156,643565,691718,673548,53.42,0.675,1.2717833333333333,0.0,1,0,0,6,66,6,4-Seam Fastball,7,0,7,0,0,7,7,0,Standard,Standard,213,0.0,-0.332,75.2,7.6,2.449,0.332,102.5,7,7,0.999,0.999,28,26,29,27,1,4,5,1,2,3,1.9,0.05,0.05,20.1,12.372399829950034,7.78566022292888,35.94997385177151,38.75129328694935,28.527193868672107
ST,2024-05-14,79.0,-3.85,4.64,"Miller, Tyson",660670,668338,,ball,,,,,14,Ball,R,R,R,ATL,CHC,B,,,2,2,2024,1.48,0.98,1.5735579852950858,1.5854126426341746,,,,1,8,Bot,,,,,,,9.159506629193109,-114.76062772992591,-1.6170461262231317,11.163126866203774,22.89564374352913,-23.470993312393947,3.60239186443275,1.6328846370223,,,,79.7,2513,7.0,747124,665804,641355,663611,621550,670156,643565,691718,673548,53.47,,,,,,,,66,5,Sweeper,7,0,7,0,0,7,7,0,Standard,Standard,82,0.0,0.108,,,,-0.108,,7,7,0.999,0.999,28,26,29,27,1,4,5,1,2,3,2.71,-1.48,-1.48,13.4,,,,,
FF,2024-05-14,90.2,-3.58,4.88,"Miller, Tyson",660670,668338,,ball,,,,,11,Ball,R,R,R,ATL,CHC,B,,,1,2,2024,-0.16,0.95,-1.1201136947053667,4.170748065773507,,,,1,8,Bot,,,,,,,6.597072338224889,-131.24405432150783,2.17025201390491,-3.080428831324262,24.700153879044276,-21.664060985797764,3.51989469823556,1.60540556155456,,,,92.4,2185,7.4,747124,665804,641355,663611,621550,670156,643565,691718,673548,53.13,,,,,,,,66,4,4-Seam Fastball,7,0,7,0,0,7,7,0,Standard,Standard,213,0.0,0.043,,,,-0.043,,7,7,0.999,0.999,28,26,29,27,1,4,5,1,2,3,1.82,0.16,0.16,21.6,,,,,
