pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2024-04-24,92.7,-0.91,6.23,"Faucher, Calvin",660670,676534,,called_strike,,,,,11,Called Strike,R,R,R,ATL,MIA,S,,,0,0,2024,0.41,0.24,-0.8312720674072835,2.7737337489747556,,663897,518595,1,9,Bot,,,,,,,-0.6804023886608278,-135.08538564131644,-3.6119206590141633,5.18954274512405,27.030474122059097,-28.67341132334361,3.46590370422475,1.55140202843236,,,,92.5,2847,5.9,747132,542194,650333,660644,656896,641313,624503,665862,660821,54.61,,,,,,,,71,1,Cutter,3,3,3,3,3,3,3,3,Standard,Standard,112,-0.014,-0.039,,,,0.039,,0,0,0.71,0.71,28,26,29,27,1,4,3,1,2,2,2.39,-0.41,-0.41,53.7,,,,,
FF,2024-04-24,94.1,2.84,6.01,"Nardi, Andrew",660670,677053,walk,ball,,,,,2,Ronald Acuña Jr. walks.,R,R,L,ATL,MIA,B,,,3,2,2024,0.64,1.39,0.1259611392511143,3.2659632715377356,,,,2,7,Bot,,,,,,,-8.511897802048072,-136.72026495064625,-4.501169370500582,9.876095372004452,30.303394055533197,-13.872014645999885,3.46590370422475,1.60636035408136,,,,94.7,2285,6.7,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.79,,0.689131,0.7,1,0,0,,52,6,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,147,0.005,0.267,,,,-0.267,,2,2,0.869,0.869,25,26,26,27,1,3,3,1,2,2,1.19,0.64,-0.64,51.4,,,,,
FF,2024-04-24,94.4,2.87,6.06,"Nardi, Andrew",660670,677053,,ball,,,,,11,Ball,R,R,L,ATL,MIA,B,,,2,2,2024,0.8,1.45,-1.0581104238072765,2.9796051376110895,,,,2,7,Bot,,,,,,,-12.029105460775884,-136.86649877363735,-5.557575825224712,12.700079542948664,30.18300477551339,-12.773561755023795,3.4750702925713,1.53308317954386,,,,94.7,2343,6.6,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.85,,,,,,,,52,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,141,0.002,0.106,,,,-0.106,,2,2,0.867,0.867,25,26,26,27,1,3,3,1,2,2,1.12,0.8,-0.8,47.4,,,,,
FF,2024-04-24,95.4,2.85,6.12,"Nardi, Andrew",660670,677053,,ball,,,,,11,Ball,R,R,L,ATL,MIA,B,,,1,2,2024,0.75,1.35,-0.046448730340007,3.880138298995379,,,,2,7,Bot,,,,,,,-9.335527344969956,-138.57573615903712,-3.304709070047094,11.742712641149629,31.697413447808707,-14.176251302134531,3.4750702925713,1.56056165649064,,,,95.8,2344,6.6,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.86,,,,,,,,52,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,143,0.001,0.039,,,,-0.039,,2,2,0.866,0.866,25,26,26,27,1,3,3,1,2,2,1.16,0.75,-0.75,48.1,,,,,
SL,2024-04-24,84.2,2.95,6.1,"Nardi, Andrew",660670,677053,,foul,,,,,7,Foul,R,R,L,ATL,MIA,S,,,1,1,2024,-0.96,0.25,-0.8270182140062569,1.733354366545301,,,,2,7,Bot,,,,,,,-6.896317142908776,-122.4757926181584,-4.230194471128072,-8.170078078241568,25.623566663331395,-28.96365015824149,3.54,1.62,137,90.1,73,84.5,2389,6.6,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.87,,,,,,,,52,3,Slider,3,1,3,1,1,3,3,1,Standard,Standard,293,-0.002,-0.064,75.9,8.1,,0.064,90.1,2,2,0.868,0.868,25,26,26,27,1,3,3,1,2,2,2.98,-0.96,0.96,51.4,17.25892078222228,-7.824382170505413,41.77376730522385,31.013345900361134,40.461162076670625
FF,2024-04-24,95.4,2.9,6.14,"Nardi, Andrew",660670,677053,,ball,,,,,12,Ball,R,R,L,ATL,MIA,B,,,0,1,2024,0.57,1.41,0.0553944269244499,4.062622020819414,,,,2,7,Bot,,,,,,,-8.793429107153477,-138.763956429821,-3.035256201671914,9.25914747134794,30.47337466647705,-13.391514526277762,3.39257226349018,1.42317531833735,,,,95.8,2256,6.5,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.98,,,,,,,,52,2,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,142,0.001,0.029,,,,-0.029,,2,2,0.867,0.867,25,26,26,27,1,3,3,1,2,2,1.09,0.57,-0.57,46.8,,,,,
FF,2024-04-24,94.7,2.93,6.16,"Nardi, Andrew",660670,677053,,called_strike,,,,,3,Called Strike,R,R,L,ATL,MIA,S,,,0,0,2024,0.58,1.36,0.5683848127045329,3.174557964533038,,,,2,7,Bot,,,,,,,-7.501657100737536,-137.7718934660113,-5.192964347912836,9.034890486413437,29.724858368758525,-13.86085441361833,3.50256994676602,1.56056165649064,,,,95.3,2274,6.6,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.92,,,,,,,,52,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,145,-0.001,-0.041,,,,0.041,,2,2,0.868,0.868,25,26,26,27,1,3,3,1,2,2,1.18,0.58,-0.58,52.0,,,,,
FF,2024-04-24,96.1,-2.13,5.99,"Smith, Burch",660670,572143,strikeout,swinging_strike,,,,,1,Ronald Acuña Jr. strikes out swinging.,R,R,R,ATL,MIA,S,2,,0,2,2024,-0.09,1.52,-0.505835344124273,3.126630764368789,672284,,,2,4,Bot,,,,,,,4.541439251340277,-139.7384125941733,-5.437332932366186,-2.2622518150380864,34.03586979388409,-11.289975638794951,3.54,1.62,,,,96.5,2406,6.7,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.78,,0.0,0.0,1,0,0,,34,3,4-Seam Fastball,3,1,3,1,1,3,3,1,Infield shade,Standard,196,-0.017,-0.167,69.8,6.8,,0.167,,2,2,0.768,0.768,34,26,34,27,1,2,2,1,2,2,0.97,0.09,0.09,42.0,9.066215514388515,6.801717842162249,34.762509845608605,31.40080487438772,27.528471118283292
FF,2024-04-24,96.4,-2.39,5.89,"Smith, Burch",660670,572143,,foul,,,,,7,Foul,R,R,R,ATL,MIA,S,,,0,1,2024,-0.51,1.21,-0.7868633100748289,2.033767125433255,672284,,,2,4,Bot,,,,,,,5.475609014552358,-140.09073795087494,-7.452975338242663,-7.930478922335156,33.070178429908054,-14.758339203610966,3.54,1.62,197,67.1,35,97.2,2253,6.9,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.57,,,,,,,,34,2,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,204,-0.007,-0.058,73.6,6.7,,0.058,88.0,2,2,0.775,0.775,34,26,34,27,1,2,2,1,2,2,1.26,0.51,0.51,41.7,-8.007731056364586,16.473203367371315,44.57317795289568,26.653773547357048,24.468468120843575
FC,2024-04-24,88.9,-2.56,5.67,"Smith, Burch",660670,572143,,called_strike,,,,,2,Called Strike,R,R,R,ATL,MIA,S,,,0,0,2024,0.35,0.54,-0.2467411402884232,2.934369127813542,672284,,,2,4,Bot,,,,,,,4.985454455969528,-129.40779575377292,-1.844893947594839,2.937527654664288,25.484430362804037,-25.92272227524824,3.42007144290072,1.53308317954386,,,,89.8,2291,6.7,747132,542194,605137,650333,656896,641313,624503,665862,660821,53.83,,,,,,,,34,1,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,149,-0.004,-0.039,,,,0.039,,2,2,0.779,0.779,34,26,34,27,1,2,2,1,2,2,2.33,-0.35,-0.35,36.0,,,,,
SI,2024-04-24,95.8,-2.47,6.01,"Sánchez, Sixto",660670,664350,grounded_into_double_play,hit_into_play,,,,,13,"Ronald Acuña Jr. grounds into a double play, third baseman Emmanuel Rivera to second baseman Luis Arraez to first baseman Josh Bell. Chadwick Tromp out at 2nd. Ronald Acuña Jr. out at 1st.",R,R,R,ATL,MIA,X,5,ground_ball,1,0,2024,-1.47,0.41,-1.1740606205787028,2.247179698622377,,,644433,1,2,Bot,106.72,171.22,,,,,6.718216655384522,-139.36926254928744,-5.246254146308498,-20.725998477296606,31.848658236557377,-25.762863255310823,3.54,1.62,6,81.0,-19,95.4,2069,6.1,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.37,0.079,0.074,0.0,1,0,0,2,17,2,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,228,-0.049,-0.35,71.8,7.0,0.083,0.35,88.0,1,1,0.661,0.661,25,26,26,27,2,1,4,1,6,2,2.07,1.47,1.47,35.4,-5.403276604503051,4.358331873224385,40.0556986579385,25.837035215501587,28.165953751874937
FC,2024-04-24,88.0,-2.43,5.95,"Sánchez, Sixto",660670,664350,,ball,,,,,14,Ball,R,R,R,ATL,MIA,B,,,0,0,2024,0.33,0.3,1.1328137530327769,2.027446670698588,,,644433,1,2,Bot,,,,,,,7.950543781130651,-127.94063816917917,-4.048194587886902,2.0060409322961195,25.414378330727633,-28.23212917075188,3.475103934672,1.58810020474779,,,,87.9,2359,6.2,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.3,,,,,,,,17,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,159,0.003,0.036,,,,-0.036,,1,1,0.658,0.658,25,26,26,27,2,1,4,1,6,2,2.64,-0.33,-0.33,34.8,,,,,
FF,2024-04-24,96.7,-2.09,6.3,"Sánchez, Sixto",660670,664350,walk,ball,,,,,13,Ronald Acuña Jr. walks.,R,R,R,ATL,MIA,B,,,3,2,2024,-0.49,1.38,-0.0502671955351513,1.44499257609866,,,,0,1,Bot,,,,,,,6.493531811033768,-140.37521873143473,-10.381114887297011,-7.984125206281712,33.168545452521464,-11.744044231904146,3.52093591029732,1.57894053621227,,,,95.6,2274,5.9,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.59,,0.689131,0.7,1,0,0,,4,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.03,0.371,,,,-0.371,,0,0,0.553,0.553,25,26,26,27,1,0,4,1,6,2,1.08,0.49,0.49,41.4,,,,,
SI,2024-04-24,97.0,-2.4,6.15,"Sánchez, Sixto",660670,664350,,ball,,,,,13,Ball,R,R,R,ATL,MIA,B,,,2,2,2024,-1.37,0.58,-0.1739390228632145,1.2332349695389868,,,,0,1,Bot,,,,,,,8.963552128633726,-140.70918165189192,-8.803958094308813,-20.197972267334357,31.73499327870023,-22.640815074703394,3.49343663502514,1.57894053621227,,,,96.0,2134,5.9,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.64,,,,,,,,4,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,226,0.008,0.107,,,,-0.107,,0,0,0.545,0.545,25,26,26,27,1,0,4,1,6,2,1.86,1.37,1.37,36.5,,,,,
SI,2024-04-24,94.8,-2.59,6.09,"Sánchez, Sixto",660670,664350,,swinging_strike,,,,,11,Swinging Strike,R,R,R,ATL,MIA,S,,,2,1,2024,-1.21,0.76,-0.8723814603937146,2.8738346763844618,,,,0,1,Bot,,,,,,,7.114408450931075,-137.91073685402816,-4.408283718989265,-17.05997680701624,29.99420776129853,-21.71041046358762,3.54,1.62,,,,93.9,2119,5.7,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.78,,,,,,,,4,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,222,-0.006,-0.069,65.7,5.9,,0.069,,0,0,0.551,0.551,25,26,26,27,1,0,4,1,6,2,1.78,1.21,1.21,35.5,-10.008163538392786,39.82148399926309,38.442565935325135,27.9082500211128,15.811568017127144
FC,2024-04-24,84.7,-2.54,5.9,"Sánchez, Sixto",660670,664350,,ball,,,,,14,Ball,R,R,R,ATL,MIA,B,,,1,1,2024,0.6,0.06,0.9198158767697032,2.462646081494347,,,,0,1,Bot,,,,,,,6.8173441740743215,-123.3038412299219,-1.850986016430924,4.923139271406588,22.883569496105537,-31.365520467257213,3.52093591029732,1.6338990916805,,,,84.2,2349,5.8,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.73,,,,,,,,4,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,111,0.004,0.053,,,,-0.053,,0,0,0.547,0.547,25,26,26,27,1,0,4,1,6,2,3.09,-0.6,-0.6,33.7,,,,,
FC,2024-04-24,83.5,-2.58,5.98,"Sánchez, Sixto",660670,664350,,foul,,,,,9,Foul,R,R,R,ATL,MIA,S,,,1,0,2024,0.59,0.21,0.3549182628124046,2.15303452962075,,,,0,1,Bot,,,,,,,5.537362727123182,-121.56134437499666,-2.7876047933326387,4.737197920858524,23.7972756926317,-29.7031943145476,3.54,1.62,4,71.0,-31,82.7,2238,5.7,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.8,,,,,,,,4,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,146,-0.004,-0.049,77.9,8.2,,0.049,88.0,0,0,0.551,0.551,25,26,26,27,1,0,4,1,6,2,3.05,-0.59,-0.59,33.5,20.673158545373003,-6.7842995551695875,35.42552899698837,42.6474500817849,41.206744440926784
FF,2024-04-24,94.5,-2.52,6.34,"Sánchez, Sixto",660670,664350,,ball,,,,,13,Ball,R,R,R,ATL,MIA,B,,,0,0,2024,-0.4,1.19,-1.2628872187071,2.401096233595271,,,,0,1,Bot,,,,,,,4.1150025289356265,-137.41421029128196,-7.154856394501376,-5.989592201132724,29.932770976475265,-15.668250700526832,3.52093591029732,1.60641952572995,,,,93.4,2069,5.6,747132,542194,605137,650333,656896,641313,624503,665862,660821,54.86,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.003,0.038,,,,-0.038,,0,0,0.548,0.548,25,26,26,27,1,0,4,1,6,2,1.36,0.4,0.4,39.6,,,,,
SI,2024-04-23,92.6,-2.09,5.11,"Cronin, Declan",660670,686539,walk,ball,,,,,11,Ronald Acuña Jr. walks.,R,R,R,ATL,MIA,B,,,3,1,2024,-0.56,0.07,-1.246211665499931,2.6871516255613495,518595,671739,,2,8,Bot,,,,,,,3.3826263817743913,-134.81563534551768,-0.5280797147256725,-7.588796461939015,28.948005537388617,-31.47155654315673,3.54846780717241,1.55152249299906,,,,92.4,2532,6.1,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.37,,0.689131,0.7,1,0,0,,62,5,Sinker,5,0,5,0,0,5,5,0,Infield shade,Standard,241,0.0,0.078,,,,-0.078,,5,5,0.995,0.995,26,26,27,27,1,4,1,1,4,1,2.59,0.56,0.56,20.5,,,,,
SL,2024-04-23,87.2,-1.91,5.18,"Cronin, Declan",660670,686539,,ball,,,,,14,Ball,R,R,R,ATL,MIA,B,,,2,1,2024,0.75,-0.41,0.7807013143317101,1.371193459005236,518595,671739,,2,8,Bot,,,,,,,4.9430977996946455,-126.99375252662075,-2.2192207481720194,7.244997157680924,23.5092538367377,-36.40958032868097,3.49347007459556,1.55152249299906,,,,87.6,2711,6.3,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.25,,,,,,,,62,4,Slider,5,0,5,0,0,5,5,0,Infield shade,Standard,46,0.0,0.047,,,,-0.047,,5,5,0.995,0.995,26,26,27,27,1,4,1,1,4,1,3.38,-0.75,-0.75,20.1,,,,,
SI,2024-04-23,93.7,-2.16,5.1,"Cronin, Declan",660670,686539,,ball,,,,,13,Ball,R,R,R,ATL,MIA,B,,,1,1,2024,-0.61,-0.26,-1.6250856330539625,2.4267430595871793,518595,671739,,2,8,Bot,,,,,,,2.725311015662573,-136.55713755293746,-0.6569565571115838,-8.276757258807448,27.252761979904736,-35.55044951884965,3.49347007459556,1.52404514699104,,,,93.9,2506,6.1,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.38,,,,,,,,62,3,Sinker,5,0,5,0,0,5,5,0,Infield shade,Standard,238,0.0,0.016,,,,-0.016,,5,5,0.995,0.995,26,26,27,27,1,4,1,1,4,1,2.83,0.61,0.61,14.7,,,,,
SL,2024-04-23,88.9,-2.01,5.21,"Cronin, Declan",660670,686539,,ball,,,,,14,Ball,R,R,R,ATL,MIA,B,,,0,1,2024,0.68,-0.31,1.3868661850386892,1.720336603693458,518595,671739,,2,8,Bot,,,,,,,6.888108569783447,-129.45683693964563,-1.9432916681183907,6.488143213212957,23.579221362319927,-35.46829003239376,3.49347007459556,1.55152249299906,,,,89.4,2801,6.3,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.23,,,,,,,,62,2,Slider,5,0,5,0,0,5,5,0,Infield shade,Standard,50,0.0,0.037,,,,-0.037,,5,5,0.995,0.995,26,26,27,27,1,4,1,1,4,1,3.16,-0.68,-0.68,17.0,,,,,
SL,2024-04-23,88.3,-1.85,5.28,"Cronin, Declan",660670,686539,,swinging_strike,,,,,5,Swinging Strike,R,R,R,ATL,MIA,S,,,0,0,2024,0.39,-0.28,0.0785510099342189,2.6371486076638333,518595,671739,,2,8,Bot,,,,,,,3.884874230559205,-128.68654498165876,0.1626662557323528,3.601842990040961,24.37955944773249,-35.497652369940646,3.53,1.61,,,,88.5,2710,6.2,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.35,,,,,,,,62,1,Slider,5,0,5,0,0,5,5,0,Infield shade,Standard,40,0.0,-0.046,82.7,6.2,,0.046,,5,5,0.995,0.995,26,26,27,27,1,4,1,1,4,1,3.17,-0.39,-0.39,20.1,-17.83127358251875,35.271737350951526,39.5961576938876,39.825569229837285,18.163340496276717
SI,2024-04-23,95.8,-1.08,5.75,"Bender, Anthony",660670,669622,force_out,hit_into_play,,,,,8,"Ronald Acuña Jr. grounds into a force out, fielded by third baseman Otto Lopez. Michael Harris II out at 3rd.",R,R,R,ATL,MIA,X,5,ground_ball,0,0,2024,-1.37,0.05,-0.1258140211554539,1.9643499141255676,,671739,664058,2,6,Bot,97.63,171.22,,,,,5.578606816834046,-139.3524382417266,-4.438377265771821,-19.09769331022791,33.780540195584955,-30.696207679263825,3.53,1.61,4,75.4,-28,95.0,2233,6.0,747130,663743,656896,650333,672640,641313,650559,665862,541645,54.51,0.044,0.08,0.0,1,0,0,2,46,1,Sinker,5,0,5,0,0,5,5,0,Infield shade,Standard,236,-0.005,-0.28,77.5,7.9,0.048,0.28,88.0,5,5,0.973,0.973,29,26,29,27,1,3,3,1,5,1,2.45,1.37,1.37,20.8,15.997205559688766,-3.997017083997513,39.37822226765207,37.93714715268884,34.032487252404835
FC,2024-04-23,83.3,2.58,6.09,"Rogers, Trevor",660670,669432,field_out,hit_into_play,,,,,13,"Ronald Acuña Jr. grounds out, shortstop Tim Anderson to first baseman Emmanuel Rivera.",R,R,L,ATL,MIA,X,6,ground_ball,0,0,2024,-0.43,0.5,-0.4699283526746645,0.7610980940900456,,,,1,5,Bot,122.84,196.25,,,,,-6.19701565242696,-121.00912170463972,-6.792748348033595,-3.005695665054776,23.50687409920655,-26.124143956823023,3.53,1.61,19,92.3,-1,83.8,2311,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.83,0.37,0.338,0.0,1,0,0,2,34,1,Cutter,2,0,2,0,0,2,2,0,Infield shade,Standard,185,-0.011,-0.256,70.3,8.3,0.394,0.256,92.3,2,2,0.797,0.797,26,26,27,27,3,2,6,1,6,1,2.79,-0.43,0.43,25.9,14.118217174436383,13.329166111248204,49.25946980890917,33.25655302164324,34.48011465717348
FF,2024-04-23,91.2,2.56,5.83,"Rogers, Trevor",660670,669432,field_out,hit_into_play,,,,,14,Ronald Acuña Jr. pops out to second baseman Luis Arraez.,R,R,L,ATL,MIA,X,4,popup,3,0,2024,0.97,1.15,0.8385118810931347,2.328299506128463,,671739,,2,2,Bot,146.1,133.48,,,,,-6.469600853747588,-132.57452029129715,-5.414840461939238,12.857594269581003,28.08414406856275,-17.578212243898317,3.53,1.61,174,88.8,64,91.8,2441,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.81,0.005,0.005,0.0,1,0,0,3,16,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,126,-0.028,-0.387,79.2,8.7,0.005,0.387,88.8,2,2,0.74,0.74,26,26,27,27,2,1,6,1,6,1,1.59,0.97,-0.97,20.3,22.593865054905695,-7.619928872981589,35.91124798733644,47.219833348730475,39.98043783230009
FF,2024-04-23,92.9,2.66,5.93,"Rogers, Trevor",660670,669432,,ball,,,,,3,Ball,R,R,L,ATL,MIA,B,,,2,0,2024,0.82,1.22,0.4598072433290079,3.4535469337485294,,671739,,2,2,Bot,,,,,,,-7.458033365972369,-135.18395622370235,-3.262504652085287,11.656516365336987,28.59234202063423,-16.681334849359903,3.43840276339986,1.52389340234253,,,,93.5,2480,6.6,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.94,,,,,,,,16,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,124,0.002,0.048,,,,-0.048,,2,2,0.738,0.738,26,26,27,27,2,1,6,1,6,1,1.42,0.82,-0.82,23.2,,,,,
FC,2024-04-23,81.7,2.48,5.82,"Rogers, Trevor",660670,669432,,ball,,,,,14,Ball,R,R,L,ATL,MIA,B,,,1,0,2024,-0.44,-0.26,0.625008320540261,1.3779078190225391,,671739,,2,2,Bot,,,,,,,-3.348261173443854,-118.93610975313042,-2.869100765395359,-3.380136851420307,25.798784567028715,-34.19577592796549,3.46603960271007,1.5516439962999,,,,81.9,2185,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.83,,,,,,,,16,2,Cutter,2,0,2,0,0,2,2,0,Infield shade,Standard,217,0.001,0.024,,,,-0.024,,2,2,0.737,0.737,26,26,27,27,2,1,6,1,6,1,3.7,-0.44,0.44,23.0,,,,,
FF,2024-04-23,91.7,2.6,5.96,"Rogers, Trevor",660670,669432,,ball,,,,,12,Ball,R,R,L,ATL,MIA,B,,,0,0,2024,0.83,1.04,0.8774413619612389,3.147165201704784,,671739,,2,2,Bot,,,,,,,-6.169577286262543,-133.37601568057343,-3.5080738610381808,11.172128144673968,28.11435851271922,-19.25155778367944,3.5210351301501,1.5516439962999,,,,92.3,2341,6.6,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.89,,,,,,,,16,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,129,0.001,0.014,,,,-0.014,,2,2,0.736,0.736,26,26,27,27,2,1,6,1,6,1,1.67,0.83,-0.83,22.3,,,,,
CH,2024-04-23,86.0,2.69,5.71,"Rogers, Trevor",660670,669432,double,hit_into_play,,,,,13,Ronald Acuña Jr. doubles (5) on a line drive to right fielder Avisaíl García.,R,R,L,ATL,MIA,X,9,line_drive,2,2,2024,0.87,-0.07,-0.0737916169200861,1.419901060063307,,,,0,1,Bot,198.15,122.49,,,,,-8.423120542676603,-125.11924595328372,-3.9032233620024144,10.729456474350451,21.78126855452136,-32.41183635021506,3.53,1.61,206,92.4,14,87.5,1651,6.9,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.57,0.958,0.913,1.25,1,1,1,4,4,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,106,0.062,0.721,76.1,7.3,1.128,-0.721,92.4,0,0,0.545,0.545,26,26,27,27,1,0,6,1,6,1,3.12,0.87,-0.87,22.4,-0.1206997300599239,23.910340451218733,43.56378139899507,36.795833903250625,25.619936603664613
FF,2024-04-23,91.2,2.66,5.92,"Rogers, Trevor",660670,669432,,ball,,,,,12,Ball,R,R,L,ATL,MIA,B,,,1,2,2024,0.65,1.25,0.840657254023708,3.4388590305735844,,,,0,1,Bot,,,,,,,-6.008314001730739,-132.69632316231122,-3.049895052103306,8.982382161454467,28.504803808799483,-16.981056834220187,3.54840051266547,1.63381257154646,,,,91.8,2335,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.81,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,131,0.004,0.04,,,,-0.04,,0,0,0.541,0.541,26,26,27,27,1,0,6,1,6,1,1.49,0.65,-0.65,23.2,,,,,
FF,2024-04-23,92.1,2.86,6.03,"Rogers, Trevor",660670,669432,,ball,,,,,12,Ball,R,R,L,ATL,MIA,B,,,0,2,2024,0.6,1.16,1.6463660010337118,3.8794491600233423,,,,0,1,Bot,,,,,,,-4.421015500205554,-134.2276427808707,-2.2374460784947066,8.12258469293775,25.54425212303201,-17.83478195326605,3.57603120207224,1.66155544508418,,,,93.4,2338,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.79,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,130,0.002,0.023,,,,-0.023,,0,0,0.539,0.539,26,26,27,27,1,0,6,1,6,1,1.5,0.6,-0.6,23.8,,,,,
FC,2024-04-23,80.7,2.73,5.95,"Rogers, Trevor",660670,669432,,called_strike,,,,,9,Called Strike,R,R,L,ATL,MIA,S,,,0,1,2024,-0.51,0.37,0.6315106648187462,1.6974913541720569,,,,0,1,Bot,,,,,,,-3.7261597804553026,-117.5275179222838,-3.569183690412748,-4.022423696337537,21.806194666406295,-28.257250199189727,3.5210351301501,1.60659856876416,,,,81.5,2200,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.79,,,,,,,,4,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,222,-0.006,-0.054,,,,0.054,,0,0,0.545,0.545,26,26,27,27,1,0,6,1,6,1,3.12,-0.51,0.51,24.6,,,,,
CH,2024-04-23,83.2,2.73,5.9,"Rogers, Trevor",660670,669432,,called_strike,,,,,9,Called Strike,R,R,L,ATL,MIA,S,,,0,0,2024,0.86,-0.01,0.6948319052193986,1.8123176823196865,,,,0,1,Bot,,,,,,,-6.403838045546044,-120.97278746262324,-2.9066648678014753,9.73872183606278,23.723065589409146,-31.893783509876528,3.60352942207099,1.60659856876416,,,,83.8,1445,6.7,747130,663743,656896,650333,672640,641313,650559,665862,541645,53.77,,,,,,,,4,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,109,-0.003,-0.037,,,,0.037,,0,0,0.548,0.548,26,26,27,27,1,0,6,1,6,1,3.31,0.86,-0.86,23.5,,,,,
